Country/Region,Date,Cases
Canada,2/13/20,0
Iceland,2/13/20,0
Lithuania,2/13/20,0
Mexico,2/13/20,0
New Zealand,2/13/20,0
Nigeria,2/13/20,0
Australia,2/13/20,0
Ireland,2/13/20,0
Luxembourg,2/13/20,0
Monaco,2/13/20,0
Qatar,2/13/20,0
US,2/13/20,0
Ecuador,2/13/20,0
Azerbaijan,2/13/20,0
Czech Republic,2/13/20,0
Armenia,2/13/20,0
Dominican Republic,2/13/20,0
US,2/13/20,0
Indonesia,2/13/20,0
Portugal,2/13/20,0
Andorra,2/13/20,0
Australia,2/13/20,0
Latvia,2/13/20,0
Morocco,2/13/20,0
Saudi Arabia,2/13/20,0
Senegal,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
Argentina,2/13/20,0
Chile,2/13/20,0
Jordan,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
US,2/13/20,0
Ukraine,2/13/20,0
Mainland China,2/14/20,934
Mainland China,2/14/20,372
Mainland China,2/14/20,537
Mainland China,2/14/20,281
Mainland China,2/14/20,90
Mainland China,2/14/20,1261
Mainland China,2/14/20,226
Mainland China,2/14/20,140
Mainland China,2/14/20,159
Mainland China,2/14/20,283
Mainland China,2/14/20,419
Mainland China,2/14/20,1184
Mainland China,2/14/20,54406
Mainland China,2/14/20,988
Mainland China,2/14/20,65
Mainland China,2/14/20,593
Mainland China,2/14/20,900
Mainland China,2/14/20,86
Mainland China,2/14/20,119
Mainland China,2/14/20,67
Mainland China,2/14/20,18
Mainland China,2/14/20,230
Mainland China,2/14/20,523
Mainland China,2/14/20,318
Mainland China,2/14/20,127
Mainland China,2/14/20,463
Mainland China,2/14/20,120
Mainland China,2/14/20,1
Mainland China,2/14/20,65
Mainland China,2/14/20,162
Mainland China,2/14/20,1155
Thailand,2/14/20,33
Japan,2/14/20,29
South Korea,2/14/20,28
Taiwan,2/14/20,18
US,2/14/20,1
US,2/14/20,2
US,2/14/20,1
Macau,2/14/20,10
Hong Kong,2/14/20,56
Singapore,2/14/20,67
Vietnam,2/14/20,16
France,2/14/20,11
Nepal,2/14/20,1
Malaysia,2/14/20,19
Canada,2/14/20,2
Canada,2/14/20,4
US,2/14/20,1
US,2/14/20,1
Australia,2/14/20,4
Australia,2/14/20,4
Australia,2/14/20,5
Cambodia,2/14/20,1
Sri Lanka,2/14/20,1
Germany,2/14/20,16
Finland,2/14/20,1
United Arab Emirates,2/14/20,8
Philippines,2/14/20,3
India,2/14/20,3
Canada,2/14/20,1
Italy,2/14/20,3
UK,2/14/20,9
Russia,2/14/20,2
Sweden,2/14/20,1
US,2/14/20,2
Spain,2/14/20,2
Australia,2/14/20,2
US,2/14/20,1
US,2/14/20,2
Belgium,2/14/20,1
US,2/14/20,1
Others,2/14/20,218
US,2/14/20,2
US,2/14/20,1
Egypt,2/14/20,1
Iran,2/14/20,0
US,2/14/20,0
US,2/14/20,0
Australia,2/14/20,0
US,2/14/20,0
Lebanon,2/14/20,0
US,2/14/20,0
US,2/14/20,0
Iraq,2/14/20,0
US,2/14/20,0
Oman,2/14/20,0
Afghanistan,2/14/20,0
Bahrain,2/14/20,0
Kuwait,2/14/20,0
Algeria,2/14/20,0
Croatia,2/14/20,0
Switzerland,2/14/20,0
Austria,2/14/20,0
Israel,2/14/20,0
Pakistan,2/14/20,0
Brazil,2/14/20,0
Georgia,2/14/20,0
Greece,2/14/20,0
North Macedonia,2/14/20,0
Norway,2/14/20,0
Romania,2/14/20,0
Denmark,2/14/20,0
Estonia,2/14/20,0
Netherlands,2/14/20,0
San Marino,2/14/20,0
Belarus,2/14/20,0
Canada,2/14/20,0
Iceland,2/14/20,0
Lithuania,2/14/20,0
Mexico,2/14/20,0
New Zealand,2/14/20,0
Nigeria,2/14/20,0
Australia,2/14/20,0
Ireland,2/14/20,0
Luxembourg,2/14/20,0
Monaco,2/14/20,0
Qatar,2/14/20,0
US,2/14/20,0
Ecuador,2/14/20,0
Azerbaijan,2/14/20,0
Czech Republic,2/14/20,0
Armenia,2/14/20,0
Dominican Republic,2/14/20,0
US,2/14/20,0
Indonesia,2/14/20,0
Portugal,2/14/20,0
Andorra,2/14/20,0
Australia,2/14/20,0
Latvia,2/14/20,0
Morocco,2/14/20,0
Saudi Arabia,2/14/20,0
Senegal,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
Argentina,2/14/20,0
Chile,2/14/20,0
Jordan,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
US,2/14/20,0
Ukraine,2/14/20,0
Mainland China,2/15/20,950
Mainland China,2/15/20,375
Mainland China,2/15/20,544
Mainland China,2/15/20,285
Mainland China,2/15/20,90
Mainland China,2/15/20,1294
Mainland China,2/15/20,235
Mainland China,2/15/20,143
Mainland China,2/15/20,162
Mainland China,2/15/20,291
Mainland China,2/15/20,425
Mainland China,2/15/20,1212
Mainland China,2/15/20,56249
Mainland China,2/15/20,1001
Mainland China,2/15/20,68
Mainland China,2/15/20,604
Mainland China,2/15/20,913
Mainland China,2/15/20,88
Mainland China,2/15/20,119
Mainland China,2/15/20,70
Mainland China,2/15/20,18
Mainland China,2/15/20,232
Mainland China,2/15/20,532
Mainland China,2/15/20,326
Mainland China,2/15/20,128
Mainland China,2/15/20,470
Mainland China,2/15/20,122
Mainland China,2/15/20,1
Mainland China,2/15/20,70
Mainland China,2/15/20,168
Mainland China,2/15/20,1162
Thailand,2/15/20,33
Japan,2/15/20,43
South Korea,2/15/20,28
Taiwan,2/15/20,18
US,2/15/20,1
US,2/15/20,2
US,2/15/20,1
Macau,2/15/20,10
Hong Kong,2/15/20,56
Singapore,2/15/20,72
Vietnam,2/15/20,16
France,2/15/20,12
Nepal,2/15/20,1
Malaysia,2/15/20,22
Canada,2/15/20,2
Canada,2/15/20,4
US,2/15/20,1
US,2/15/20,1
Australia,2/15/20,4
Australia,2/15/20,4
Australia,2/15/20,5
Cambodia,2/15/20,1
Sri Lanka,2/15/20,1
Germany,2/15/20,16
Finland,2/15/20,1
United Arab Emirates,2/15/20,8
Philippines,2/15/20,3
India,2/15/20,3
Canada,2/15/20,1
Italy,2/15/20,3
UK,2/15/20,9
Russia,2/15/20,2
Sweden,2/15/20,1
US,2/15/20,2
Spain,2/15/20,2
Australia,2/15/20,2
US,2/15/20,1
US,2/15/20,2
Belgium,2/15/20,1
US,2/15/20,1
Others,2/15/20,285
US,2/15/20,2
US,2/15/20,1
Egypt,2/15/20,1
Iran,2/15/20,0
US,2/15/20,0
US,2/15/20,0
Australia,2/15/20,0
US,2/15/20,0
Lebanon,2/15/20,0
US,2/15/20,0
US,2/15/20,0
Iraq,2/15/20,0
US,2/15/20,0
Oman,2/15/20,0
Afghanistan,2/15/20,0
Bahrain,2/15/20,0
Kuwait,2/15/20,0
Algeria,2/15/20,0
Croatia,2/15/20,0
Switzerland,2/15/20,0
Austria,2/15/20,0
Israel,2/15/20,0
Pakistan,2/15/20,0
Brazil,2/15/20,0
Georgia,2/15/20,0
Greece,2/15/20,0
North Macedonia,2/15/20,0
Norway,2/15/20,0
Romania,2/15/20,0
Denmark,2/15/20,0
Estonia,2/15/20,0
Netherlands,2/15/20,0
San Marino,2/15/20,0
Belarus,2/15/20,0
Canada,2/15/20,0
Iceland,2/15/20,0
Lithuania,2/15/20,0
Mexico,2/15/20,0
New Zealand,2/15/20,0
Nigeria,2/15/20,0
Australia,2/15/20,0
Ireland,2/15/20,0
Luxembourg,2/15/20,0
Monaco,2/15/20,0
Qatar,2/15/20,0
US,2/15/20,0
Ecuador,2/15/20,0
Azerbaijan,2/15/20,0
Czech Republic,2/15/20,0
Armenia,2/15/20,0
Dominican Republic,2/15/20,0
US,2/15/20,0
Indonesia,2/15/20,0
Portugal,2/15/20,0
Andorra,2/15/20,0
Australia,2/15/20,0
Latvia,2/15/20,0
Morocco,2/15/20,0
Saudi Arabia,2/15/20,0
Senegal,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
Argentina,2/15/20,0
Chile,2/15/20,0
Jordan,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
US,2/15/20,0
Ukraine,2/15/20,0
Mainland China,2/16/20,962
Mainland China,2/16/20,380
Mainland China,2/16/20,551
Mainland China,2/16/20,287
Mainland China,2/16/20,90
Mainland China,2/16/20,1316
Mainland China,2/16/20,237
Mainland China,2/16/20,144
Mainland China,2/16/20,162
Mainland China,2/16/20,300
Mainland China,2/16/20,445
Mainland China,2/16/20,1231
Mainland China,2/16/20,58182
Mainland China,2/16/20,1004
Mainland China,2/16/20,70
Mainland China,2/16/20,617
Mainland China,2/16/20,925
Mainland China,2/16/20,89
Mainland China,2/16/20,121
Mainland China,2/16/20,70
Mainland China,2/16/20,18
Mainland China,2/16/20,236
Mainland China,2/16/20,537
Mainland China,2/16/20,328
Mainland China,2/16/20,129
Mainland China,2/16/20,481
Mainland China,2/16/20,124
Mainland China,2/16/20,1
Mainland China,2/16/20,71
Mainland China,2/16/20,171
Mainland China,2/16/20,1167
Thailand,2/16/20,34
Japan,2/16/20,59
South Korea,2/16/20,29
Taiwan,2/16/20,20
US,2/16/20,1
US,2/16/20,2
US,2/16/20,1
Macau,2/16/20,10
Hong Kong,2/16/20,57
Singapore,2/16/20,75
Vietnam,2/16/20,16
France,2/16/20,12
Nepal,2/16/20,1
Malaysia,2/16/20,22
Canada,2/16/20,2
Canada,2/16/20,4
US,2/16/20,1
US,2/16/20,1
Australia,2/16/20,4
Australia,2/16/20,4
Australia,2/16/20,5
Cambodia,2/16/20,1
Sri Lanka,2/16/20,1
Germany,2/16/20,16
Finland,2/16/20,1
United Arab Emirates,2/16/20,9
Philippines,2/16/20,3
India,2/16/20,3
Canada,2/16/20,1
Italy,2/16/20,3
UK,2/16/20,9
Russia,2/16/20,2
Sweden,2/16/20,1
US,2/16/20,2
Spain,2/16/20,2
Australia,2/16/20,2
US,2/16/20,1
US,2/16/20,2
Belgium,2/16/20,1
US,2/16/20,1
Others,2/16/20,355
US,2/16/20,2
US,2/16/20,1
Egypt,2/16/20,1
Iran,2/16/20,0
US,2/16/20,0
US,2/16/20,0
Australia,2/16/20,0
US,2/16/20,0
Lebanon,2/16/20,0
US,2/16/20,0
US,2/16/20,0
Iraq,2/16/20,0
US,2/16/20,0
Oman,2/16/20,0
Afghanistan,2/16/20,0
Bahrain,2/16/20,0
Kuwait,2/16/20,0
Algeria,2/16/20,0
Croatia,2/16/20,0
Switzerland,2/16/20,0
Austria,2/16/20,0
Israel,2/16/20,0
Pakistan,2/16/20,0
Brazil,2/16/20,0
Georgia,2/16/20,0
Greece,2/16/20,0
North Macedonia,2/16/20,0
Norway,2/16/20,0
Romania,2/16/20,0
Denmark,2/16/20,0
Estonia,2/16/20,0
Netherlands,2/16/20,0
San Marino,2/16/20,0
Belarus,2/16/20,0
Canada,2/16/20,0
Iceland,2/16/20,0
Lithuania,2/16/20,0
Mexico,2/16/20,0
New Zealand,2/16/20,0
Nigeria,2/16/20,0
Australia,2/16/20,0
Ireland,2/16/20,0
Luxembourg,2/16/20,0
Monaco,2/16/20,0
Qatar,2/16/20,0
US,2/16/20,0
Ecuador,2/16/20,0
Azerbaijan,2/16/20,0
Czech Republic,2/16/20,0
Armenia,2/16/20,0
Dominican Republic,2/16/20,0
US,2/16/20,0
Indonesia,2/16/20,0
Portugal,2/16/20,0
Andorra,2/16/20,0
Australia,2/16/20,0
Latvia,2/16/20,0
Morocco,2/16/20,0
Saudi Arabia,2/16/20,0
Senegal,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
Argentina,2/16/20,0
Chile,2/16/20,0
Jordan,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
US,2/16/20,0
Ukraine,2/16/20,0
Mainland China,2/17/20,973
Mainland China,2/17/20,381
Mainland China,2/17/20,553
Mainland China,2/17/20,290
Mainland China,2/17/20,91
Mainland China,2/17/20,1322
Mainland China,2/17/20,238
Mainland China,2/17/20,146
Mainland China,2/17/20,163
Mainland China,2/17/20,301
Mainland China,2/17/20,457
Mainland China,2/17/20,1246
Mainland China,2/17/20,59989
Mainland China,2/17/20,1006
Mainland China,2/17/20,72
Mainland China,2/17/20,626
Mainland China,2/17/20,930
Mainland China,2/17/20,89
Mainland China,2/17/20,121
Mainland China,2/17/20,70
Mainland China,2/17/20,18
Mainland China,2/17/20,240
Mainland China,2/17/20,541
Mainland China,2/17/20,333
Mainland China,2/17/20,130
Mainland China,2/17/20,495
Mainland China,2/17/20,125
Mainland China,2/17/20,1
Mainland China,2/17/20,75
Mainland China,2/17/20,171
Mainland China,2/17/20,1171
Thailand,2/17/20,35
Japan,2/17/20,66
South Korea,2/17/20,30
Taiwan,2/17/20,22
US,2/17/20,1
US,2/17/20,2
US,2/17/20,1
Macau,2/17/20,10
Hong Kong,2/17/20,60
Singapore,2/17/20,77
Vietnam,2/17/20,16
France,2/17/20,12
Nepal,2/17/20,1
Malaysia,2/17/20,22
Canada,2/17/20,2
Canada,2/17/20,5
US,2/17/20,1
US,2/17/20,1
Australia,2/17/20,4
Australia,2/17/20,4
Australia,2/17/20,5
Cambodia,2/17/20,1
Sri Lanka,2/17/20,1
Germany,2/17/20,16
Finland,2/17/20,1
United Arab Emirates,2/17/20,9
Philippines,2/17/20,3
India,2/17/20,3
Canada,2/17/20,1
Italy,2/17/20,3
UK,2/17/20,9
Russia,2/17/20,2
Sweden,2/17/20,1
US,2/17/20,2
Spain,2/17/20,2
Australia,2/17/20,2
US,2/17/20,1
US,2/17/20,2
Belgium,2/17/20,1
US,2/17/20,1
Others,2/17/20,454
US,2/17/20,2
US,2/17/20,1
Egypt,2/17/20,1
Iran,2/17/20,0
US,2/17/20,0
US,2/17/20,0
Australia,2/17/20,0
US,2/17/20,0
Lebanon,2/17/20,0
US,2/17/20,0
US,2/17/20,0
Iraq,2/17/20,0
US,2/17/20,0
Oman,2/17/20,0
Afghanistan,2/17/20,0
Bahrain,2/17/20,0
Kuwait,2/17/20,0
Algeria,2/17/20,0
Croatia,2/17/20,0
Switzerland,2/17/20,0
Austria,2/17/20,0
Israel,2/17/20,0
Pakistan,2/17/20,0
Brazil,2/17/20,0
Georgia,2/17/20,0
Greece,2/17/20,0
North Macedonia,2/17/20,0
Norway,2/17/20,0
Romania,2/17/20,0
Denmark,2/17/20,0
Estonia,2/17/20,0
Netherlands,2/17/20,0
San Marino,2/17/20,0
Belarus,2/17/20,0
Canada,2/17/20,0
Iceland,2/17/20,0
Lithuania,2/17/20,0
Mexico,2/17/20,0
New Zealand,2/17/20,0
Nigeria,2/17/20,0
Australia,2/17/20,0
Ireland,2/17/20,0
Luxembourg,2/17/20,0
Monaco,2/17/20,0
Qatar,2/17/20,0
US,2/17/20,0
Ecuador,2/17/20,0
Azerbaijan,2/17/20,0
Czech Republic,2/17/20,0
Armenia,2/17/20,0
Dominican Republic,2/17/20,0
US,2/17/20,0
Indonesia,2/17/20,0
Portugal,2/17/20,0
Andorra,2/17/20,0
Australia,2/17/20,0
Latvia,2/17/20,0
Morocco,2/17/20,0
Saudi Arabia,2/17/20,0
Senegal,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
Argentina,2/17/20,0
Chile,2/17/20,0
Jordan,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
US,2/17/20,0
Ukraine,2/17/20,0
Mainland China,2/18/20,982
Mainland China,2/18/20,387
Mainland China,2/18/20,555
Mainland China,2/18/20,292
Mainland China,2/18/20,91
Mainland China,2/18/20,1328
Mainland China,2/18/20,242
Mainland China,2/18/20,146
Mainland China,2/18/20,163
Mainland China,2/18/20,306
Mainland China,2/18/20,464
Mainland China,2/18/20,1257
Mainland China,2/18/20,61682
Mainland China,2/18/20,1007
Mainland China,2/18/20,73
Mainland China,2/18/20,629
Mainland China,2/18/20,933
Mainland China,2/18/20,89
Mainland China,2/18/20,121
Mainland China,2/18/20,70
Mainland China,2/18/20,18
Mainland China,2/18/20,240
Mainland China,2/18/20,543
Mainland China,2/18/20,333
Mainland China,2/18/20,131
Mainland China,2/18/20,508
Mainland China,2/18/20,128
Mainland China,2/18/20,1
Mainland China,2/18/20,76
Mainland China,2/18/20,172
Mainland China,2/18/20,1172
Thailand,2/18/20,35
Japan,2/18/20,74
South Korea,2/18/20,31
Taiwan,2/18/20,22
US,2/18/20,1
US,2/18/20,2
US,2/18/20,1
Macau,2/18/20,10
Hong Kong,2/18/20,62
Singapore,2/18/20,81
Vietnam,2/18/20,16
France,2/18/20,12
Nepal,2/18/20,1
Malaysia,2/18/20,22
Canada,2/18/20,2
Canada,2/18/20,5
US,2/18/20,1
US,2/18/20,1
Australia,2/18/20,4
Australia,2/18/20,4
Australia,2/18/20,5
Cambodia,2/18/20,1
Sri Lanka,2/18/20,1
Germany,2/18/20,16
Finland,2/18/20,1
United Arab Emirates,2/18/20,9
Philippines,2/18/20,3
India,2/18/20,3
Canada,2/18/20,1
Italy,2/18/20,3
UK,2/18/20,9
Russia,2/18/20,2
Sweden,2/18/20,1
US,2/18/20,2
Spain,2/18/20,2
Australia,2/18/20,2
US,2/18/20,1
US,2/18/20,2
Belgium,2/18/20,1
US,2/18/20,1
Others,2/18/20,542
US,2/18/20,2
US,2/18/20,1
Egypt,2/18/20,1
Iran,2/18/20,0
US,2/18/20,0
US,2/18/20,0
Australia,2/18/20,0
US,2/18/20,0
Lebanon,2/18/20,0
US,2/18/20,0
US,2/18/20,0
Iraq,2/18/20,0
US,2/18/20,0
Oman,2/18/20,0
Afghanistan,2/18/20,0
Bahrain,2/18/20,0
Kuwait,2/18/20,0
Algeria,2/18/20,0
Croatia,2/18/20,0
Switzerland,2/18/20,0
Austria,2/18/20,0
Israel,2/18/20,0
Pakistan,2/18/20,0
Brazil,2/18/20,0
Georgia,2/18/20,0
Greece,2/18/20,0
North Macedonia,2/18/20,0
Norway,2/18/20,0
Romania,2/18/20,0
Denmark,2/18/20,0
Estonia,2/18/20,0
Netherlands,2/18/20,0
San Marino,2/18/20,0
Belarus,2/18/20,0
Canada,2/18/20,0
Iceland,2/18/20,0
Lithuania,2/18/20,0
Mexico,2/18/20,0
New Zealand,2/18/20,0
Nigeria,2/18/20,0
Australia,2/18/20,0
Ireland,2/18/20,0
Luxembourg,2/18/20,0
Monaco,2/18/20,0
Qatar,2/18/20,0
US,2/18/20,0
Ecuador,2/18/20,0
Azerbaijan,2/18/20,0
Czech Republic,2/18/20,0
Armenia,2/18/20,0
Dominican Republic,2/18/20,0
US,2/18/20,0
Indonesia,2/18/20,0
Portugal,2/18/20,0
Andorra,2/18/20,0
Australia,2/18/20,0
Latvia,2/18/20,0
Morocco,2/18/20,0
Saudi Arabia,2/18/20,0
Senegal,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
Argentina,2/18/20,0
Chile,2/18/20,0
Jordan,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
US,2/18/20,0
Ukraine,2/18/20,0
Mainland China,2/19/20,986
Mainland China,2/19/20,393
Mainland China,2/19/20,560
Mainland China,2/19/20,293
Mainland China,2/19/20,91
Mainland China,2/19/20,1331
Mainland China,2/19/20,244
Mainland China,2/19/20,146
Mainland China,2/19/20,168
Mainland China,2/19/20,306
Mainland China,2/19/20,470
Mainland China,2/19/20,1262
Mainland China,2/19/20,62031
Mainland China,2/19/20,1008
Mainland China,2/19/20,75
Mainland China,2/19/20,631
Mainland China,2/19/20,934
Mainland China,2/19/20,90
Mainland China,2/19/20,121
Mainland China,2/19/20,71
Mainland China,2/19/20,18
Mainland China,2/19/20,242
Mainland China,2/19/20,544
Mainland China,2/19/20,333
Mainland China,2/19/20,131
Mainland China,2/19/20,514
Mainland China,2/19/20,130
Mainland China,2/19/20,1
Mainland China,2/19/20,76
Mainland China,2/19/20,172
Mainland China,2/19/20,1174
Thailand,2/19/20,35
Japan,2/19/20,84
South Korea,2/19/20,31
Taiwan,2/19/20,23
US,2/19/20,1
US,2/19/20,2
US,2/19/20,1
Macau,2/19/20,10
Hong Kong,2/19/20,63
Singapore,2/19/20,84
Vietnam,2/19/20,16
France,2/19/20,12
Nepal,2/19/20,1
Malaysia,2/19/20,22
Canada,2/19/20,2
Canada,2/19/20,5
US,2/19/20,1
US,2/19/20,1
Australia,2/19/20,4
Australia,2/19/20,4
Australia,2/19/20,5
Cambodia,2/19/20,1
Sri Lanka,2/19/20,1
Germany,2/19/20,16
Finland,2/19/20,1
United Arab Emirates,2/19/20,9
Philippines,2/19/20,3
India,2/19/20,3
Canada,2/19/20,1
Italy,2/19/20,3
UK,2/19/20,9
Russia,2/19/20,2
Sweden,2/19/20,1
US,2/19/20,2
Spain,2/19/20,2
Australia,2/19/20,2
US,2/19/20,1
US,2/19/20,2
Belgium,2/19/20,1
US,2/19/20,1
Others,2/19/20,621
US,2/19/20,2
US,2/19/20,1
Egypt,2/19/20,1
Iran,2/19/20,2
US,2/19/20,0
US,2/19/20,0
Australia,2/19/20,0
US,2/19/20,0
Lebanon,2/19/20,0
US,2/19/20,0
US,2/19/20,0
Iraq,2/19/20,0
US,2/19/20,0
Oman,2/19/20,0
Afghanistan,2/19/20,0
Bahrain,2/19/20,0
Kuwait,2/19/20,0
Algeria,2/19/20,0
Croatia,2/19/20,0
Switzerland,2/19/20,0
Austria,2/19/20,0
Israel,2/19/20,0
Pakistan,2/19/20,0
Brazil,2/19/20,0
Georgia,2/19/20,0
Greece,2/19/20,0
North Macedonia,2/19/20,0
Norway,2/19/20,0
Romania,2/19/20,0
Denmark,2/19/20,0
Estonia,2/19/20,0
Netherlands,2/19/20,0
San Marino,2/19/20,0
Belarus,2/19/20,0
Canada,2/19/20,0
Iceland,2/19/20,0
Lithuania,2/19/20,0
Mexico,2/19/20,0
New Zealand,2/19/20,0
Nigeria,2/19/20,0
Australia,2/19/20,0
Ireland,2/19/20,0
Luxembourg,2/19/20,0
Monaco,2/19/20,0
Qatar,2/19/20,0
US,2/19/20,0
Ecuador,2/19/20,0
Azerbaijan,2/19/20,0
Czech Republic,2/19/20,0
Armenia,2/19/20,0
Dominican Republic,2/19/20,0
US,2/19/20,0
Indonesia,2/19/20,0
Portugal,2/19/20,0
Andorra,2/19/20,0
Australia,2/19/20,0
Latvia,2/19/20,0
Morocco,2/19/20,0
Saudi Arabia,2/19/20,0
Senegal,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
Argentina,2/19/20,0
Chile,2/19/20,0
Jordan,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
US,2/19/20,0
Ukraine,2/19/20,0
Mainland China,2/2/20,340
Mainland China,2/2/20,191
Mainland China,2/2/20,300
Mainland China,2/2/20,159
Mainland China,2/2/20,51
Mainland China,2/2/20,632
Mainland China,2/2/20,111
Mainland China,2/2/20,38
Mainland China,2/2/20,64
Mainland China,2/2/20,104
Mainland China,2/2/20,95
Mainland China,2/2/20,493
Mainland China,2/2/20,11177
Mainland China,2/2/20,463
Mainland China,2/2/20,27
Mainland China,2/2/20,236
Mainland China,2/2/20,333
Mainland China,2/2/20,23
Mainland China,2/2/20,70
Mainland China,2/2/20,28
Mainland China,2/2/20,11
Mainland China,2/2/20,116
Mainland China,2/2/20,230
Mainland China,2/2/20,182
Mainland China,2/2/20,66
Mainland China,2/2/20,231
Mainland China,2/2/20,48
Mainland China,2/2/20,1
Mainland China,2/2/20,21
Mainland China,2/2/20,105
Mainland China,2/2/20,661
Thailand,2/2/20,19
Japan,2/2/20,20
South Korea,2/2/20,15
Taiwan,2/2/20,10
US,2/2/20,1
US,2/2/20,2
US,2/2/20,1
Macau,2/2/20,8
Hong Kong,2/2/20,15
Singapore,2/2/20,18
Vietnam,2/2/20,6
France,2/2/20,6
Nepal,2/2/20,1
Malaysia,2/2/20,8
Canada,2/2/20,2
Canada,2/2/20,1
US,2/2/20,1
US,2/2/20,1
Australia,2/2/20,4
Australia,2/2/20,4
Australia,2/2/20,2
Cambodia,2/2/20,1
Sri Lanka,2/2/20,1
Germany,2/2/20,10
Finland,2/2/20,1
United Arab Emirates,2/2/20,5
Philippines,2/2/20,2
India,2/2/20,2
Canada,2/2/20,1
Italy,2/2/20,2
UK,2/2/20,2
Russia,2/2/20,2
Sweden,2/2/20,1
US,2/2/20,1
Spain,2/2/20,1
Australia,2/2/20,2
US,2/2/20,1
US,2/2/20,0
Belgium,2/2/20,0
US,2/2/20,0
Others,2/2/20,0
US,2/2/20,0
US,2/2/20,0
Egypt,2/2/20,0
Iran,2/2/20,0
US,2/2/20,0
US,2/2/20,0
Australia,2/2/20,0
US,2/2/20,0
Lebanon,2/2/20,0
US,2/2/20,0
US,2/2/20,0
Iraq,2/2/20,0
US,2/2/20,0
Oman,2/2/20,0
Afghanistan,2/2/20,0
Bahrain,2/2/20,0
Kuwait,2/2/20,0
Algeria,2/2/20,0
Croatia,2/2/20,0
Switzerland,2/2/20,0
Austria,2/2/20,0
Israel,2/2/20,0
Pakistan,2/2/20,0
Brazil,2/2/20,0
Georgia,2/2/20,0
Greece,2/2/20,0
North Macedonia,2/2/20,0
Norway,2/2/20,0
Romania,2/2/20,0
Denmark,2/2/20,0
Estonia,2/2/20,0
Netherlands,2/2/20,0
San Marino,2/2/20,0
Belarus,2/2/20,0
Canada,2/2/20,0
Iceland,2/2/20,0
Lithuania,2/2/20,0
Mexico,2/2/20,0
New Zealand,2/2/20,0
Nigeria,2/2/20,0
Australia,2/2/20,0
Ireland,2/2/20,0
Luxembourg,2/2/20,0
Monaco,2/2/20,0
Qatar,2/2/20,0
US,2/2/20,0
Ecuador,2/2/20,0
Azerbaijan,2/2/20,0
Czech Republic,2/2/20,0
Armenia,2/2/20,0
Dominican Republic,2/2/20,0
US,2/2/20,0
Indonesia,2/2/20,0
Portugal,2/2/20,0
Andorra,2/2/20,0
Australia,2/2/20,0
Latvia,2/2/20,0
Morocco,2/2/20,0
Saudi Arabia,2/2/20,0
Senegal,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
Argentina,2/2/20,0
Chile,2/2/20,0
Jordan,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
US,2/2/20,0
Ukraine,2/2/20,0
Mainland China,2/20/20,987
Mainland China,2/20/20,395
Mainland China,2/20/20,567
Mainland China,2/20/20,293
Mainland China,2/20/20,91
Mainland China,2/20/20,1332
Mainland China,2/20/20,245
Mainland China,2/20/20,146
